pattern,t_zero,t_fin,t_install_e2e_s,t_ready_system_s,s_img_total_gb,t_inf_avg_ms,f_fps_pub,t_e2e_avg_ms,j_inf_ms,u_cpu_avg_pct,u_gpu_avg_pct,u_ram_avg_pct,run_dir,status,notes
monolithic,2026-07-12T10:55:30Z,2026-07-12T10:56:41Z,71,68,0.00,25.40,21.32,58.30,2.20,34.84,46.29,31.96,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260712-105529/monolithic,ok,
microservices,2026-07-12T11:21:56Z,2026-07-12T11:23:40Z,104,101,0.00,25.40,23.09,77.32,2.28,34.69,49.34,51.89,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260712-105529/microservices,ok,
overlay,2026-07-12T11:48:58Z,2026-07-12T12:10:48Z,1310,1010,0.00,25.54,22.99,57.13,2.22,35.23,48.11,32.18,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260712-105529/overlay,ok,
dynamic-loader,2026-07-12T12:36:04Z,2026-07-12T12:39:59Z,235,69,0.00,256.88,3.35,311.14,83.97,24.08,39.53,53.31,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260712-105529/dynamic-loader,ok,
