pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-05-22T22:35:23Z,2026-05-22T22:43:02Z,459
dynamic-pattern-dashboard-0,2026-05-22T22:35:23Z,2026-05-22T22:43:58Z,515
