pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-05-19T14:47:03Z,2026-05-19T14:47:13Z,10
dynamic-pattern-dashboard-0,2026-05-19T14:47:03Z,2026-05-19T14:48:11Z,68
