pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-05-22T11:27:24Z,2026-05-22T11:28:04Z,40
monolithic-pattern-dashboard-0,2026-05-22T11:27:24Z,2026-05-22T11:28:32Z,68
