pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-05-22T08:54:09Z,2026-05-22T08:54:18Z,9
dynamic-pattern-dashboard-0,2026-05-22T08:54:09Z,2026-05-22T08:55:17Z,68
