pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-05-22T13:15:33Z,2026-05-22T13:16:13Z,40
monolithic-pattern-dashboard-0,2026-05-22T13:15:33Z,2026-05-22T13:16:41Z,68
