pattern,t_zero,t_fin,t_install_e2e_s,t_ready_system_s,s_img_total_gb,t_inf_avg_ms,f_fps_pub,t_e2e_avg_ms,j_inf_ms,u_cpu_avg_pct,u_gpu_avg_pct,u_ram_avg_pct,run_dir,status,notes
monolithic,2026-05-18T15:41:06Z,,,,,,,,,,,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260518-154057/monolithic,install_failed,helm install returned non-zero
microservices,2026-05-18T15:41:15Z,,,,,,,,,,,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260518-154057/microservices,install_failed,helm install returned non-zero
overlay-canonical,2026-05-18T15:41:26Z,,,,,,,,,,,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260518-154057/overlay-canonical,install_failed,helm install returned non-zero
dynamic-canonical,2026-05-18T16:30:19Z,,,,,,,,,,,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260518-154057/dynamic-canonical,install_failed,helm install returned non-zero
