pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-07-12T18:25:44Z,2026-07-12T18:25:54Z,10
dynamic-pattern-dashboard-0,2026-07-12T18:25:44Z,2026-07-12T18:26:53Z,69
