pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-07-11T22:31:23Z,2026-07-11T22:32:03Z,40
monolithic-pattern-dashboard-0,2026-07-11T22:31:23Z,2026-07-11T22:32:30Z,67
