pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-05-22T07:36:20Z,2026-05-22T07:45:01Z,521
monolithic-pattern-dashboard-0,2026-05-22T07:36:20Z,2026-05-22T07:37:29Z,69
