cycle,regimen,campaign_dir,started_at,finished_at,duration_s
1,cold-cold,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260521-100421,2026-05-21T10:04:21Z,2026-05-21T11:47:17Z,6176
