pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-05-19T09:20:39Z,2026-05-19T09:21:19Z,40
monolithic-pattern-dashboard-0,2026-05-19T09:20:39Z,2026-05-19T09:21:47Z,68
