pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-05-21T09:30:16Z,2026-05-21T09:38:36Z,500
monolithic-pattern-dashboard-0,2026-05-21T09:30:16Z,2026-05-21T09:31:24Z,68
