pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-05-19T12:42:53Z,2026-05-19T12:43:03Z,10
dynamic-pattern-dashboard-0,2026-05-19T12:42:53Z,2026-05-19T12:44:01Z,68
