pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-05-22T18:09:44Z,2026-05-22T18:17:35Z,471
dynamic-pattern-dashboard-0,2026-05-22T18:09:44Z,2026-05-22T18:18:30Z,526
