pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-05-25T13:43:30Z,2026-05-25T13:44:11Z,41
monolithic-pattern-dashboard-0,2026-05-25T13:43:30Z,2026-05-25T13:44:38Z,68
