pattern,t_zero,t_fin,t_install_e2e_s,t_ready_system_s,s_img_total_gb,t_inf_avg_ms,f_fps_pub,t_e2e_avg_ms,j_inf_ms,u_cpu_avg_pct,u_gpu_avg_pct,u_ram_avg_pct,run_dir,status,notes
overlay-canonical,2026-06-01T10:40:31Z,2026-06-01T10:41:42Z,71,69,0.00,29.34,20.11,61.43,3.46,39.98,80.31,31.69,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260601-104030/overlay-canonical,ok,;capture_pattern_run failed
