pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-07-12T03:25:54Z,2026-07-12T03:26:35Z,41
monolithic-pattern-dashboard-0,2026-07-12T03:25:54Z,2026-07-12T03:27:02Z,68
