pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-05-26T09:03:14Z,2026-05-26T09:03:55Z,41
monolithic-pattern-dashboard-0,2026-05-26T09:03:14Z,2026-05-26T09:04:22Z,68
