pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-07-10T08:24:49Z,2026-07-10T08:33:30Z,521
monolithic-pattern-dashboard-0,2026-07-10T08:24:49Z,2026-07-10T08:26:10Z,81
