pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-07-12T10:11:15Z,2026-07-12T10:11:23Z,8
dynamic-pattern-dashboard-0,2026-07-12T10:11:15Z,2026-07-12T10:12:22Z,67
