pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-05-19T07:16:35Z,2026-05-19T07:17:15Z,40
monolithic-pattern-dashboard-0,2026-05-19T07:16:35Z,2026-05-19T07:17:42Z,67
