cycle,module,op,latency_s,status,rss_kb,vmsize_kb,mem_available_kb,components_loaded,timestamp
15,yolo,load,0.31,OK,2868,4560,46176616,"{"loaded":[];"tracked":{"camera":1;"yolo":3;"llava":4};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:54:39Z
15,llava,load,0.25,OK,2868,4560,46166044,"{"loaded":[];"tracked":{"camera":1;"yolo":3;"llava":4};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:54:45Z
15,voxtral,load,0.27,OK,2868,4560,46159916,"{"loaded":[{"unique_id":17;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":3;"llava":4;"voxtral":17};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:54:51Z
16,yolo,unload,0.24,FAIL,2868,4560,46163364,"{"loaded":[{"unique_id":17;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":3;"llava":4;"voxtral":17};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:54:57Z
16,yolo,unload_retry,0.26,FAIL_PERSISTENT,2868,4560,46163424,"{"loaded":[{"unique_id":17;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":3;"llava":4;"voxtral":17};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:55:13Z
16,yolo,load,0.33,OK,2868,4560,46165116,"{"loaded":[{"unique_id":17;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":3;"llava":4;"voxtral":17};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:55:20Z
16,llava,unload,0.26,FAIL,2868,4560,46168632,"{"loaded":[{"unique_id":17;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":3;"llava":4;"voxtral":17};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:55:26Z
16,llava,unload_retry,0.26,FAIL_PERSISTENT,2868,4560,46157520,"{"loaded":[{"unique_id":17;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":3;"llava":4;"voxtral":17};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:55:42Z
16,llava,load,0.25,OK,2868,4560,46163108,"{"loaded":[{"unique_id":17;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":3;"llava":4;"voxtral":17};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:55:48Z
16,voxtral,unload,0.28,OK,2868,4560,46156992,"{"loaded":[];"tracked":{"camera":1;"yolo":3;"llava":4};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:55:54Z
16,voxtral,load,0.28,OK,2868,4560,46158464,"{"loaded":[{"unique_id":18;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":3;"llava":4;"voxtral":18};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:56:00Z
17,yolo,unload,0.26,FAIL,2868,4560,46163024,"{"loaded":[{"unique_id":18;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":3;"llava":4;"voxtral":18};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:56:06Z
17,yolo,unload_retry,0.34,FAIL_PERSISTENT,2868,4560,46162800,"{"loaded":[{"unique_id":18;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":3;"llava":4;"voxtral":18};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:56:22Z
17,yolo,load,0.28,OK,2868,4560,46155292,"{"loaded":[{"unique_id":18;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":3;"llava":4;"voxtral":18};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:56:28Z
17,llava,unload,0.27,FAIL,2868,4560,46169900,"{"loaded":[{"unique_id":18;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":3;"llava":4;"voxtral":18};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:56:34Z
17,llava,unload_retry,0.35,FAIL_PERSISTENT,2868,4560,46168848,"{"loaded":[{"unique_id":18;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":3;"llava":4;"voxtral":18};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:56:50Z
17,llava,load,0.26,OK,2868,4560,46157392,"{"loaded":[{"unique_id":18;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":3;"llava":4;"voxtral":18};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:56:57Z
17,voxtral,unload,0.29,OK,2868,4560,46174496,"{"loaded":[];"tracked":{"camera":1;"yolo":3;"llava":4};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:57:03Z
17,voxtral,load,0.35,OK,2868,4560,46168624,"{"loaded":[{"unique_id":19;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":3;"llava":4;"voxtral":19};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:57:09Z
18,yolo,unload,0.27,FAIL,2868,4560,46169596,"{"loaded":[{"unique_id":19;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":3;"llava":4;"voxtral":19};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:57:15Z
18,yolo,unload_retry,0.28,FAIL_PERSISTENT,2868,4560,46170480,"{"loaded":[{"unique_id":19;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":3;"llava":4;"voxtral":19};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:57:31Z
18,yolo,load,0.25,OK,2868,4560,46163064,"{"loaded":[{"unique_id":19;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":3;"llava":4;"voxtral":19};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:57:37Z
18,llava,unload,0.31,FAIL,2868,4560,46173984,"{"loaded":[{"unique_id":19;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":3;"llava":4;"voxtral":19};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:57:43Z
18,llava,unload_retry,0.28,FAIL_PERSISTENT,2868,4560,46185148,"{"loaded":[{"unique_id":19;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":3;"llava":4;"voxtral":19};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:57:59Z
18,llava,load,0.28,OK,2868,4560,46174376,"{"loaded":[{"unique_id":19;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":3;"llava":4;"voxtral":19};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:58:05Z
18,voxtral,unload,0.29,OK,2868,4560,46171844,"{"loaded":[];"tracked":{"camera":1;"yolo":3;"llava":4};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:58:11Z
18,voxtral,load,0.30,OK,2868,4560,46173304,"{"loaded":[{"unique_id":20;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":3;"llava":4;"voxtral":20};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:58:17Z
19,yolo,unload,0.24,FAIL,2868,4560,46177876,"{"loaded":[{"unique_id":20;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":3;"llava":4;"voxtral":20};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:58:23Z
19,yolo,unload_retry,0.26,FAIL_PERSISTENT,2868,4560,46176588,"{"loaded":[{"unique_id":20;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":3;"llava":4;"voxtral":20};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:58:40Z
19,yolo,load,0.27,OK,2868,4560,46173024,"{"loaded":[{"unique_id":20;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":3;"llava":4;"voxtral":20};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:58:46Z
19,llava,unload,0.27,FAIL,2868,4560,46177992,"{"loaded":[{"unique_id":20;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":3;"llava":4;"voxtral":20};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:58:52Z
19,llava,unload_retry,0.26,FAIL_PERSISTENT,2868,4560,46164268,"{"loaded":[{"unique_id":20;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":3;"llava":4;"voxtral":20};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:59:08Z
19,llava,load,0.24,OK,2868,4560,46171988,"{"loaded":[{"unique_id":20;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":3;"llava":4;"voxtral":20};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:59:14Z
19,voxtral,unload,0.30,OK,2868,4560,46165292,"{"loaded":[];"tracked":{"camera":1;"yolo":3;"llava":4};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:59:20Z
19,voxtral,load,0.32,OK,2868,4560,46174620,"{"loaded":[{"unique_id":21;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":3;"llava":4;"voxtral":21};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:59:26Z
20,yolo,unload,0.28,FAIL,2868,4560,46174840,"{"loaded":[{"unique_id":21;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":3;"llava":4;"voxtral":21};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:59:32Z
20,yolo,unload_retry,0.26,FAIL_PERSISTENT,2868,4560,46167092,"{"loaded":[{"unique_id":21;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":3;"llava":4;"voxtral":21};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:59:48Z
20,llava,unload,0.26,FAIL,2868,4560,46168884,"{"loaded":[{"unique_id":21;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":3;"llava":4;"voxtral":21};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T19:59:54Z
20,llava,unload_retry,0.23,FAIL_PERSISTENT,2868,4560,46164480,"{"loaded":[{"unique_id":21;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":3;"llava":4;"voxtral":21};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T20:00:10Z
20,voxtral,unload,0.28,OK,2868,4560,46170204,"{"loaded":[];"tracked":{"camera":1;"yolo":3;"llava":4};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T20:00:16Z
20,yolo,load,0.35,OK,2868,4560,46177480,"{"loaded":[];"tracked":{"camera":1;"yolo":3;"llava":4};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T20:00:22Z
20,llava,load,0.27,OK,2868,4560,46168524,"{"loaded":[];"tracked":{"camera":1;"yolo":3;"llava":4};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T20:00:28Z
20,voxtral,load,0.27,OK,2868,4560,46163916,"{"loaded":[{"unique_id":22;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":3;"llava":4;"voxtral":22};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T20:00:34Z
21,all,final,0,OK,2868,4560,46175188,"{"loaded":[{"unique_id":22;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":3;"llava":4;"voxtral":22};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-12T20:00:41Z
