pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-07-10T07:43:15Z,2026-07-10T07:51:48Z,513
dynamic-pattern-dashboard-0,2026-07-10T07:43:15Z,2026-07-10T07:52:52Z,577
