pattern,t_zero,t_fin,t_install_e2e_s,t_ready_system_s,s_img_total_gb,t_inf_avg_ms,f_fps_pub,t_e2e_avg_ms,j_inf_ms,u_cpu_avg_pct,u_gpu_avg_pct,u_ram_avg_pct,run_dir,status,notes
overlay-canonical,2026-06-01T09:55:57Z,2026-06-01T09:57:07Z,70,69,0.00,29.50,20.32,61.08,3.65,40.52,81.02,31.86,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260601-095556/overlay-canonical,ok,;capture_pattern_run failed
