pod,podscheduled,ready,delta_s
overlay-pattern-0,2026-05-20T15:58:24Z,2026-05-20T15:58:24Z,0
overlay-pattern-dashboard-0,2026-05-20T13:49:22Z,2026-05-20T13:50:26Z,64
overlay-pattern-overlay-server-7f59b6b6b9-7kgh7,2026-05-20T13:49:22Z,2026-05-20T13:49:24Z,2
