pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-05-22T19:03:58Z,2026-05-22T19:12:48Z,530
monolithic-pattern-dashboard-0,2026-05-22T19:03:58Z,2026-05-22T19:05:19Z,81
