cycle,module,op,latency_s,status,rss_kb,vmsize_kb,mem_available_kb,components_loaded,timestamp
13,yolo,unload,0.29,OK,15297176,70463612,45379332,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":39;"full_node_name":"ComponentManager"};{"unique_id":40;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"llava":39;"voxtral":40};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:57:07Z
13,yolo,load,2.09,OK,15297176,70463612,45377380,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":39;"full_node_name":"ComponentManager"};{"unique_id":40;"full_node_name":"ComponentManager"};{"unique_id":41;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"llava":39;"voxtral":40;"yolo":41};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:57:15Z
13,llava,unload,0.44,OK,15297176,70463612,45377104,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":40;"full_node_name":"ComponentManager"};{"unique_id":41;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"voxtral":40;"yolo":41};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:57:22Z
13,llava,load,11.83,OK,15310612,70529148,45381384,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":40;"full_node_name":"ComponentManager"};{"unique_id":41;"full_node_name":"ComponentManager"};{"unique_id":42;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"voxtral":40;"yolo":41;"llava":42};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:57:39Z
13,voxtral,unload,0.29,OK,15310608,70529148,45364900,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":41;"full_node_name":"ComponentManager"};{"unique_id":42;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":41;"llava":42};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:57:45Z
13,voxtral,load,0.39,OK,15310608,70529148,45364176,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":41;"full_node_name":"ComponentManager"};{"unique_id":42;"full_node_name":"ComponentManager"};{"unique_id":43;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":41;"llava":42;"voxtral":43};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:57:52Z
14,yolo,unload,0.28,OK,15310608,70529148,45362848,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":42;"full_node_name":"ComponentManager"};{"unique_id":43;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"llava":42;"voxtral":43};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:57:58Z
14,yolo,load,2.03,OK,15310608,70529148,45371084,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":42;"full_node_name":"ComponentManager"};{"unique_id":43;"full_node_name":"ComponentManager"};{"unique_id":44;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"llava":42;"voxtral":43;"yolo":44};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:58:05Z
14,llava,unload,0.27,OK,15313468,70531844,45371708,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":43;"full_node_name":"ComponentManager"};{"unique_id":44;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"voxtral":43;"yolo":44};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:58:12Z
14,llava,load,11.74,OK,15313600,70531844,45366692,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":43;"full_node_name":"ComponentManager"};{"unique_id":44;"full_node_name":"ComponentManager"};{"unique_id":45;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"voxtral":43;"yolo":44;"llava":45};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:58:29Z
14,voxtral,unload,0.28,OK,15313596,70531844,45373148,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":44;"full_node_name":"ComponentManager"};{"unique_id":45;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":44;"llava":45};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:58:35Z
14,voxtral,load,0.33,OK,15313596,70531844,45369920,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":44;"full_node_name":"ComponentManager"};{"unique_id":45;"full_node_name":"ComponentManager"};{"unique_id":46;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":44;"llava":45;"voxtral":46};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:58:41Z
15,yolo,unload,0.30,OK,15313596,70531844,45356732,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":45;"full_node_name":"ComponentManager"};{"unique_id":46;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"llava":45;"voxtral":46};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:58:48Z
15,llava,unload,0.26,OK,15313596,70531844,45358384,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":46;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"voxtral":46};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:58:54Z
15,voxtral,unload,0.30,OK,15313596,70531844,45361824,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"}];"tracked":{"camera":1};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:59:00Z
15,yolo,load,1.48,OK,15313596,70531844,45378216,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":47;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":47};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:59:07Z
15,llava,load,11.54,OK,15313720,70531844,45373664,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":47;"full_node_name":"ComponentManager"};{"unique_id":48;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":47;"llava":48};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:59:24Z
15,voxtral,load,0.38,OK,15313592,70531844,45365744,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":47;"full_node_name":"ComponentManager"};{"unique_id":48;"full_node_name":"ComponentManager"};{"unique_id":49;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":47;"llava":48;"voxtral":49};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:59:31Z
16,yolo,unload,0.28,OK,15316420,70597380,45366948,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":48;"full_node_name":"ComponentManager"};{"unique_id":49;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"llava":48;"voxtral":49};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:59:37Z
16,yolo,load,2.36,OK,15313752,70531844,45374668,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":48;"full_node_name":"ComponentManager"};{"unique_id":49;"full_node_name":"ComponentManager"};{"unique_id":50;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"llava":48;"voxtral":49;"yolo":50};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:59:45Z
16,llava,unload,0.25,OK,15321700,70597380,45349400,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":49;"full_node_name":"ComponentManager"};{"unique_id":50;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"voxtral":49;"yolo":50};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T10:59:51Z
16,llava,load,11.74,OK,15320248,70531844,45358752,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":49;"full_node_name":"ComponentManager"};{"unique_id":50;"full_node_name":"ComponentManager"};{"unique_id":51;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"voxtral":49;"yolo":50;"llava":51};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T11:00:09Z
16,voxtral,unload,0.29,OK,15320224,70531844,45390180,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":50;"full_node_name":"ComponentManager"};{"unique_id":51;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":50;"llava":51};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T11:00:15Z
16,voxtral,load,0.37,OK,15320224,70531844,45373128,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":50;"full_node_name":"ComponentManager"};{"unique_id":51;"full_node_name":"ComponentManager"};{"unique_id":52;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":50;"llava":51;"voxtral":52};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T11:00:21Z
17,yolo,unload,0.30,OK,15320252,70531844,45399248,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":51;"full_node_name":"ComponentManager"};{"unique_id":52;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"llava":51;"voxtral":52};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T11:00:27Z
17,yolo,load,2.01,OK,15320252,70531844,45381436,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":51;"full_node_name":"ComponentManager"};{"unique_id":52;"full_node_name":"ComponentManager"};{"unique_id":53;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"llava":51;"voxtral":52;"yolo":53};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T11:00:35Z
17,llava,unload,0.28,OK,15321304,70531844,45371648,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":52;"full_node_name":"ComponentManager"};{"unique_id":53;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"voxtral":52;"yolo":53};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T11:00:41Z
17,llava,load,11.51,OK,15313612,70531768,45367604,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":52;"full_node_name":"ComponentManager"};{"unique_id":53;"full_node_name":"ComponentManager"};{"unique_id":54;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"voxtral":52;"yolo":53;"llava":54};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T11:00:58Z
17,voxtral,unload,0.28,OK,15313612,70531768,45357048,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":53;"full_node_name":"ComponentManager"};{"unique_id":54;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":53;"llava":54};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T11:01:04Z
17,voxtral,load,0.39,OK,15313612,70531768,45351308,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":53;"full_node_name":"ComponentManager"};{"unique_id":54;"full_node_name":"ComponentManager"};{"unique_id":55;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":53;"llava":54;"voxtral":55};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T11:01:11Z
18,yolo,unload,0.30,OK,15313612,70531768,45354308,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":54;"full_node_name":"ComponentManager"};{"unique_id":55;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"llava":54;"voxtral":55};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T11:01:17Z
18,yolo,load,2.06,OK,15313612,70531768,45404564,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":54;"full_node_name":"ComponentManager"};{"unique_id":55;"full_node_name":"ComponentManager"};{"unique_id":56;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"llava":54;"voxtral":55;"yolo":56};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T11:01:25Z
18,llava,unload,0.29,OK,15313608,70531768,45391008,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":55;"full_node_name":"ComponentManager"};{"unique_id":56;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"voxtral":55;"yolo":56};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T11:01:31Z
18,llava,load,11.68,OK,15318352,70531768,45396260,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":55;"full_node_name":"ComponentManager"};{"unique_id":56;"full_node_name":"ComponentManager"};{"unique_id":57;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"voxtral":55;"yolo":56;"llava":57};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T11:01:48Z
18,voxtral,unload,0.33,OK,15322584,70531768,45379368,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":56;"full_node_name":"ComponentManager"};{"unique_id":57;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":56;"llava":57};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T11:01:54Z
18,voxtral,load,0.37,OK,15322584,70531768,45364460,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":56;"full_node_name":"ComponentManager"};{"unique_id":57;"full_node_name":"ComponentManager"};{"unique_id":58;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":56;"llava":57;"voxtral":58};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T11:02:01Z
19,yolo,unload,0.30,OK,15325288,70531768,45362624,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":57;"full_node_name":"ComponentManager"};{"unique_id":58;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"llava":57;"voxtral":58};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T11:02:07Z
19,yolo,load,2.14,OK,15325288,70531768,45359748,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":57;"full_node_name":"ComponentManager"};{"unique_id":58;"full_node_name":"ComponentManager"};{"unique_id":59;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"llava":57;"voxtral":58;"yolo":59};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T11:02:15Z
19,llava,unload,0.28,OK,15325288,70531768,45355564,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":58;"full_node_name":"ComponentManager"};{"unique_id":59;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"voxtral":58;"yolo":59};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T11:02:21Z
19,llava,load,11.53,OK,15325844,70531768,45349964,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":58;"full_node_name":"ComponentManager"};{"unique_id":59;"full_node_name":"ComponentManager"};{"unique_id":60;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"voxtral":58;"yolo":59;"llava":60};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T11:02:38Z
19,voxtral,unload,0.28,OK,15325844,70531768,45341548,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":59;"full_node_name":"ComponentManager"};{"unique_id":60;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":59;"llava":60};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T11:02:44Z
19,voxtral,load,0.39,OK,15325836,70531768,45394860,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":59;"full_node_name":"ComponentManager"};{"unique_id":60;"full_node_name":"ComponentManager"};{"unique_id":61;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":59;"llava":60;"voxtral":61};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T11:02:50Z
20,yolo,unload,0.29,OK,15325836,70531768,45404792,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":60;"full_node_name":"ComponentManager"};{"unique_id":61;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"llava":60;"voxtral":61};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T11:02:57Z
20,llava,unload,0.27,OK,15325836,70531768,45388568,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":61;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"voxtral":61};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T11:03:03Z
20,voxtral,unload,0.29,OK,15325836,70531768,45377308,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"}];"tracked":{"camera":1};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T11:03:09Z
20,yolo,load,1.45,OK,15325820,70531768,45364632,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":62;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":62};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T11:03:16Z
20,llava,load,11.00,OK,15320560,70531768,45356120,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":62;"full_node_name":"ComponentManager"};{"unique_id":63;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":62;"llava":63};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T11:03:33Z
20,voxtral,load,0.37,OK,15320560,70531768,45362128,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":62;"full_node_name":"ComponentManager"};{"unique_id":63;"full_node_name":"ComponentManager"};{"unique_id":64;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":62;"llava":63;"voxtral":64};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T11:03:39Z
21,all,final,0,OK,15320560,70531768,45361520,"{"loaded":[{"unique_id":1;"full_node_name":"ComponentManager"};{"unique_id":62;"full_node_name":"ComponentManager"};{"unique_id":63;"full_node_name":"ComponentManager"};{"unique_id":64;"full_node_name":"ComponentManager"}];"tracked":{"camera":1;"yolo":62;"llava":63;"voxtral":64};"available":["camera";"yolo";"llava";"voxtral"]}",2026-07-13T11:03:46Z
