pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-05-22T21:16:57Z,2026-05-22T21:25:47Z,530
monolithic-pattern-dashboard-0,2026-05-22T21:16:57Z,2026-05-22T21:18:18Z,81
