pattern,t_zero,t_fin,t_install_e2e_s,t_ready_system_s,s_img_total_gb,t_inf_avg_ms,f_fps_pub,t_e2e_avg_ms,j_inf_ms,u_cpu_avg_pct,u_gpu_avg_pct,u_ram_avg_pct,run_dir,status,notes
monolithic,2026-07-12T16:44:53Z,2026-07-12T16:53:56Z,543,540,0.00,28.61,20.62,58.29,3.57,37.34,73.03,31.98,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260712-164420/monolithic,ok,
microservices,2026-07-12T17:07:14Z,2026-07-12T17:18:08Z,654,651,0.00,28.16,20.37,81.67,4.11,36.36,70.76,52.16,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260712-164420/microservices,ok,
