pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-07-09T17:00:14Z,2026-07-09T17:00:22Z,8
dynamic-pattern-dashboard-0,2026-07-09T17:00:14Z,2026-07-09T17:01:23Z,69
