pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-05-26T10:04:01Z,2026-05-26T10:04:11Z,10
dynamic-pattern-dashboard-0,2026-05-26T10:04:01Z,2026-05-26T10:05:09Z,68
