pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-07-11T20:23:47Z,2026-07-11T20:23:56Z,9
dynamic-pattern-dashboard-0,2026-07-11T20:23:47Z,2026-07-11T20:24:55Z,68
