pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-05-26T12:38:05Z,2026-05-26T12:38:45Z,40
monolithic-pattern-dashboard-0,2026-05-26T12:38:05Z,2026-05-26T12:39:13Z,68
