pattern,t_zero,t_fin,t_install_e2e_s,t_ready_system_s,s_img_total_gb,t_inf_avg_ms,f_fps_pub,t_e2e_avg_ms,j_inf_ms,u_cpu_avg_pct,u_gpu_avg_pct,u_ram_avg_pct,run_dir,status,notes
monolithic,2026-07-09T19:46:49Z,2026-07-09T19:48:01Z,72,68,0.00,29.67,20.29,58.79,3.50,36.75,82.53,32.31,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260709-194649/monolithic,ok,
microservices,2026-07-09T20:01:13Z,2026-07-09T20:02:57Z,104,101,0.00,28.83,21.43,80.74,3.72,36.44,75.92,52.13,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260709-194649/microservices,ok,
overlay,2026-07-09T20:16:12Z,,,,,,,,,,,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260709-194649/overlay,install_failed,helm install returned non-zero
dynamic-loader,2026-07-09T20:16:40Z,2026-07-09T20:20:57Z,257,68,0.00,258.33,3.34,310.55,50.18,24.30,41.88,53.55,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260709-194649/dynamic-loader,ok,
