pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-07-09T21:37:11Z,2026-07-09T21:45:11Z,480
dynamic-pattern-dashboard-0,2026-07-09T21:37:11Z,2026-07-09T21:46:19Z,548
