pod,podscheduled,ready,delta_s
microservices-pattern-camera-0,2026-05-22T09:54:59Z,2026-05-22T09:55:01Z,2
microservices-pattern-dashboard-0,2026-05-22T09:54:59Z,2026-05-22T09:56:07Z,68
microservices-pattern-llava-0,2026-05-22T09:54:59Z,2026-05-22T09:56:39Z,100
microservices-pattern-voxtral-0,2026-05-22T09:54:59Z,2026-05-22T09:55:30Z,31
microservices-pattern-yolo-0,2026-05-22T09:54:59Z,2026-05-22T09:55:39Z,40
