pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-05-26T20:39:34Z,2026-05-26T20:48:24Z,530
monolithic-pattern-dashboard-0,2026-05-26T20:39:34Z,2026-05-26T20:40:55Z,81
