pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-07-10T09:11:47Z,2026-07-10T09:19:54Z,487
dynamic-pattern-dashboard-0,2026-07-10T09:11:47Z,2026-07-10T09:21:01Z,554
