pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-05-22T16:51:07Z,2026-05-22T16:59:37Z,510
monolithic-pattern-dashboard-0,2026-05-22T16:51:06Z,2026-05-22T16:52:27Z,81
