pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-07-14T11:35:18Z,2026-07-14T11:35:27Z,9
dynamic-pattern-dashboard-0,2026-07-14T11:35:18Z,2026-07-14T11:36:26Z,68
