pattern,t_zero,t_fin,t_install_e2e_s,t_ready_system_s,s_img_total_gb,t_inf_avg_ms,f_fps_pub,t_e2e_avg_ms,j_inf_ms,u_cpu_avg_pct,u_gpu_avg_pct,u_ram_avg_pct,run_dir,status,notes
overlay-canonical,2026-05-21T08:34:57Z,2026-05-21T08:53:12Z,1095,840,0.00,25.41,21.78,56.09,1.31,45.77,40.24,28.79,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260521-083457/overlay-canonical,ok,;capture_pattern_run failed
