pattern,t_zero,t_fin,t_install_e2e_s,t_ready_system_s,s_img_total_gb,t_inf_avg_ms,f_fps_pub,t_e2e_avg_ms,j_inf_ms,u_cpu_avg_pct,u_gpu_avg_pct,u_ram_avg_pct,run_dir,status,notes
overlay-canonical,2026-05-20T10:26:26Z,2026-05-20T10:26:31Z,5,1,,,,,,,,,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/overlay-manual/20260520-102742-rep2026-05-20T10:26:18Z,ok,rep2026-05-20T10:26:18Z
