pattern,t_zero,t_fin,t_install_e2e_s,t_ready_system_s,s_img_total_gb,t_inf_avg_ms,f_fps_pub,t_e2e_avg_ms,j_inf_ms,u_cpu_avg_pct,u_gpu_avg_pct,u_ram_avg_pct,run_dir,status,notes
monolithic,2026-07-12T08:31:00Z,2026-07-12T08:32:11Z,71,68,0.00,25.31,21.73,58.71,2.19,35.42,46.79,31.99,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260712-083059/monolithic,ok,
microservices,2026-07-12T08:57:26Z,2026-07-12T08:59:10Z,104,101,0.00,24.96,21.70,79.10,2.33,34.63,47.41,52.17,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260712-083059/microservices,ok,
overlay,2026-07-12T09:24:27Z,2026-07-12T09:45:57Z,1290,1001,0.00,25.43,22.88,57.17,2.27,35.45,48.93,32.14,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260712-083059/overlay,ok,
dynamic-loader,2026-07-12T10:11:14Z,2026-07-12T10:14:35Z,201,67,0.00,250.27,3.40,305.50,51.93,21.64,21.60,30.80,/home/administrador/Kubernetes-deployment-patterns/results/_campaigns/20260712-083059/dynamic-loader,ok,
