pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-07-09T17:33:16Z,2026-07-09T17:33:57Z,41
monolithic-pattern-dashboard-0,2026-07-09T17:33:16Z,2026-07-09T17:34:24Z,68
