pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-07-09T23:04:53Z,2026-07-09T23:12:58Z,485
dynamic-pattern-dashboard-0,2026-07-09T23:04:53Z,2026-07-09T23:14:01Z,548
