pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-07-14T14:01:52Z,2026-07-14T14:02:00Z,8
dynamic-pattern-dashboard-0,2026-07-14T14:01:52Z,2026-07-14T14:03:00Z,68
