pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-07-14T12:06:58Z,2026-07-14T12:07:07Z,9
dynamic-pattern-dashboard-0,2026-07-14T12:06:58Z,2026-07-14T12:08:06Z,68
