pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-07-12T10:55:31Z,2026-07-12T10:56:11Z,40
monolithic-pattern-dashboard-0,2026-07-12T10:55:31Z,2026-07-12T10:56:39Z,68
