pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-05-25T15:41:09Z,2026-05-25T15:49:59Z,530
monolithic-pattern-dashboard-0,2026-05-25T15:41:09Z,2026-05-25T15:42:31Z,82
