pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-07-12T00:11:28Z,2026-07-12T00:12:08Z,40
monolithic-pattern-dashboard-0,2026-07-12T00:11:28Z,2026-07-12T00:12:36Z,68
