pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-05-26T16:12:49Z,2026-05-26T16:21:55Z,546
monolithic-pattern-dashboard-0,2026-05-26T16:12:49Z,2026-05-26T16:14:21Z,92
