pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-05-19T13:28:43Z,2026-05-19T13:29:23Z,40
monolithic-pattern-dashboard-0,2026-05-19T13:28:43Z,2026-05-19T13:29:51Z,68
