pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-05-22T10:40:51Z,2026-05-22T10:40:59Z,8
dynamic-pattern-dashboard-0,2026-05-22T10:40:50Z,2026-05-22T10:42:00Z,70
