pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-05-26T18:26:19Z,2026-05-26T18:35:10Z,531
monolithic-pattern-dashboard-0,2026-05-26T18:26:19Z,2026-05-26T18:27:41Z,82
