pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-05-26T13:38:41Z,2026-05-26T13:38:51Z,10
dynamic-pattern-dashboard-0,2026-05-26T13:38:41Z,2026-05-26T13:39:49Z,68
