pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-05-07T13:21:18Z,2026-05-07T13:21:27Z,9
dynamic-pattern-dashboard-0,2026-05-07T13:21:18Z,2026-05-07T13:22:27Z,69
