pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-05-21T10:04:57Z,2026-05-21T10:13:37Z,520
monolithic-pattern-dashboard-0,2026-05-21T10:04:57Z,2026-05-21T10:06:17Z,80
