pod,podscheduled,ready,delta_s
dynamic-pattern-0,2026-07-12T07:52:47Z,2026-07-12T07:59:29Z,402
dynamic-pattern-dashboard-0,2026-07-12T07:52:47Z,2026-07-12T07:53:56Z,69
