pod,podscheduled,ready,delta_s
overlay-pattern-0,2026-07-10T23:51:42Z,2026-07-11T00:09:03Z,1041
overlay-pattern-dashboard-0,2026-07-10T23:51:42Z,2026-07-10T23:53:02Z,80
overlay-pattern-overlay-server-8585bdf96b-csvr6,2026-07-10T23:51:42Z,2026-07-10T23:51:49Z,7
