pod,podscheduled,ready,delta_s
overlay-pattern-0,2026-05-26T13:11:44Z,2026-05-26T13:25:25Z,821
overlay-pattern-dashboard-0,2026-05-26T13:11:44Z,2026-05-26T13:12:48Z,64
overlay-pattern-overlay-server-7f59b6b6b9-ckb9s,2026-05-26T13:11:44Z,2026-05-26T13:11:46Z,2
