pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-07-09T22:16:54Z,2026-07-09T22:25:34Z,520
monolithic-pattern-dashboard-0,2026-07-09T22:16:54Z,2026-07-09T22:18:15Z,81
