pod,podscheduled,ready,delta_s
microservices-pattern-camera-0,2026-07-12T11:21:57Z,2026-07-12T11:22:00Z,3
microservices-pattern-dashboard-0,2026-07-12T11:21:57Z,2026-07-12T11:23:06Z,69
microservices-pattern-llava-0,2026-07-12T11:21:57Z,2026-07-12T11:23:38Z,101
microservices-pattern-voxtral-0,2026-07-12T11:21:57Z,2026-07-12T11:22:28Z,31
microservices-pattern-yolo-0,2026-07-12T11:21:57Z,2026-07-12T11:22:38Z,41
