pod,podscheduled,ready,delta_s
monolithic-pattern-0,2026-05-07T12:35:22Z,2026-05-07T12:43:52Z,510
monolithic-pattern-dashboard-0,2026-05-07T12:35:22Z,2026-05-07T12:36:31Z,69
